,Aga1,Aga2,Aga3,Aga4,Aga5,Aga6,Aga7,Aga8,Aga9,Aga10,Aga11,Aga12,Aga13,Aga14,Aga15,Aga16,Aga17,Aga18,Aga19,Aga20,Aga21,Aga22,Aga23,Aga24,Aga25,Aga26,Aga27,Aga28,Aga29,Aga30,Aga31,Aga32,Aga33,Aga34,Aga35,Aga36,Aga37,Aga38,Aga39,Aga40,Aga41,Aga42,Aga43,Aga44,Aga45,Aga46,Aga47,Aga48,Aga49,Aga50,Aga51,Aga52,Aga53,Kiri1,Kiri2,Kiri3,Kiri4,Kiri5,Kiri6,Kiri7,Kiri8,Kiri9,Kiri10,Kiri11,Kiri12,Kiri13,Kiri14,Kiri15,Kiri16,Kiri17,Kiri18,Kiri19,Kiri20,Kiri21,Kiri22,Kiri23,Kiri24,Kiri25,Kiri26,Kiri27,Kiri28,Kiri29,Kiri30,Kiri31,Kiri32,Kiri33,Kiri34,Kiri35,Kiri36,Kiri37,Kiri38,Kiri39,Kiri40,Kiri41,Kiri42,Kiri43,Kiri44,Kiri45,Kiri46,Kiri47,Kiri48,Kiri49,Kiri50,Kiri51,Kiri52,Kiri53
1193.040323,0.197091,0.194476,0.19435,0.244163,0.253874,0.249512,0.226116,0.23448,0.212279,0.202437,0.197329,0.198517,0.175417,0.166621,0.184117,0.169347,0.149667,0.154168,0.155263,0.164295,0.152538,0.172851,0.141955,0.173961,0.133311,0.140326,0.133333,0.134127,0.126228,0.112996,0.131235,0.134809,0.132678,0.098077,0.101369,0.099114,0.10297,0.098311,0.110683,0.137654,0.126601,0.114142,0.130689,0.132351,0.132956,0.138132,0.142498,0.147496,0.140734,0.101203,0.151812,0.120227,0.12763,0.216945,0.211747,0.22102,0.218211,0.189596,0.213278,0.207395,0.195752,0.180758,0.159698,0.157436,0.162867,0.148027,0.147986,0.139787,0.129656,0.132958,0.128906,0.106468,0.124497,0.112998,0.112366,0.110387,0.111717,0.095894,0.084226,0.092324,0.084455,0.087405,0.072199,0.083708,0.083528,0.071328,0.086705,0.059964,0.061724,0.060969,0.059921,0.060397,0.067146,0.077978,0.073946,0.078453,0.082765,0.091966,0.083023,0.093587,0.098685,0.096609,0.091124,0.096682,0.09074,0.097341
1199.234677,0.197864,0.19521,0.195075,0.245003,0.254558,0.250272,0.226793,0.235165,0.213002,0.203217,0.198215,0.199263,0.176174,0.167451,0.184938,0.170226,0.150511,0.155079,0.156138,0.165232,0.153523,0.173776,0.142836,0.174782,0.134158,0.141226,0.134272,0.135076,0.127266,0.114128,0.132279,0.135915,0.133663,0.099257,0.102572,0.100354,0.104207,0.099587,0.111854,0.138541,0.127601,0.115153,0.131718,0.133342,0.134088,0.139255,0.143602,0.148578,0.141882,0.102486,0.15314,0.122199,0.130316,0.216932,0.211732,0.220979,0.218369,0.189708,0.213227,0.207323,0.195754,0.180874,0.159824,0.157526,0.162904,0.148057,0.148037,0.139956,0.129765,0.133067,0.12906,0.106505,0.124615,0.113124,0.112524,0.110462,0.11185,0.095887,0.08434,0.09246,0.084632,0.087622,0.072477,0.083876,0.083754,0.071573,0.08694,0.060227,0.061929,0.061201,0.060169,0.060641,0.067367,0.078156,0.074125,0.07865,0.082925,0.092255,0.08332,0.093849,0.099002,0.096944,0.091583,0.0971,0.091592,0.098456
1205.429032,0.19694,0.194395,0.194282,0.244059,0.253828,0.249653,0.226317,0.234673,0.212484,0.202811,0.197671,0.198995,0.175896,0.167191,0.184764,0.169987,0.150309,0.154951,0.156003,0.165057,0.153436,0.1736,0.142657,0.174468,0.13411,0.141197,0.134206,0.135005,0.127289,0.114131,0.132334,0.135922,0.13365,0.099277,0.102614,0.100338,0.104247,0.099576,0.111899,0.138443,0.127498,0.115144,0.131651,0.133381,0.134128,0.139229,0.143649,0.148634,0.142063,0.102618,0.153491,0.12312,0.131893,0.215456,0.210281,0.2197,0.217182,0.188631,0.212381,0.20634,0.194916,0.180095,0.159062,0.156948,0.162312,0.147507,0.147583,0.139444,0.129414,0.132651,0.128627,0.10611,0.124197,0.112754,0.112053,0.110087,0.111507,0.095554,0.084098,0.092112,0.084214,0.087365,0.072211,0.083705,0.08344,0.071264,0.086657,0.059987,0.061621,0.060971,0.059889,0.060438,0.067074,0.077837,0.073848,0.078388,0.082764,0.092081,0.083092,0.093838,0.098921,0.096872,0.091519,0.097126,0.092016,0.099114
1211.623387,0.195887,0.19326,0.193225,0.243065,0.25305,0.248939,0.225537,0.234011,0.211975,0.202244,0.197007,0.19842,0.175371,0.166788,0.184336,0.169445,0.149914,0.154455,0.155551,0.164608,0.153043,0.173153,0.14235,0.173967,0.133778,0.140811,0.13378,0.13466,0.126979,0.113874,0.132092,0.135615,0.133462,0.098984,0.10227,0.100013,0.10399,0.099328,0.111683,0.138051,0.127155,0.114761,0.131336,0.133153,0.133848,0.138989,0.14341,0.148435,0.141968,0.102494,0.153394,0.123648,0.132906,0.214057,0.209016,0.218333,0.216044,0.18755,0.211279,0.20526,0.194089,0.179396,0.158442,0.156372,0.161617,0.146899,0.146993,0.139098,0.128902,0.132145,0.128229,0.105604,0.123837,0.11233,0.111691,0.109693,0.111119,0.095124,0.08363,0.091719,0.083832,0.087055,0.071885,0.083511,0.083076,0.07095,0.086356,0.059744,0.061284,0.060733,0.059552,0.060138,0.06669,0.077518,0.073475,0.078073,0.08243,0.091861,0.082848,0.093542,0.098793,0.096787,0.091377,0.096906,0.092256,0.099503
1217.817742,0.193502,0.191043,0.19112,0.240948,0.251211,0.247067,0.223874,0.232267,0.210292,0.200597,0.19548,0.196862,0.173964,0.165326,0.182874,0.16796,0.148432,0.153071,0.154206,0.163289,0.151728,0.171807,0.141024,0.172637,0.132311,0.139379,0.13237,0.133332,0.125655,0.112452,0.130677,0.134248,0.132105,0.097644,0.100934,0.098663,0.10255,0.097925,0.110347,0.136756,0.125743,0.113362,0.12997,0.131729,0.132481,0.137787,0.142169,0.147286,0.140782,0.101142,0.152266,0.123035,0.132664,0.211691,0.206696,0.216133,0.214106,0.18563,0.209418,0.203505,0.192506,0.177959,0.15702,0.155223,0.160257,0.145696,0.14593,0.138109,0.127831,0.131075,0.127222,0.104577,0.122868,0.111513,0.110758,0.108775,0.11013,0.094137,0.082651,0.090757,0.082925,0.086186,0.070912,0.082526,0.082205,0.070038,0.085384,0.058714,0.060249,0.059733,0.058559,0.059205,0.065692,0.076547,0.072453,0.077144,0.081494,0.090999,0.081949,0.092734,0.097929,0.095922,0.090492,0.096213,0.09171,0.099029
1224.012097,0.19067,0.188289,0.188429,0.238465,0.248859,0.244865,0.221767,0.230226,0.208199,0.198659,0.193426,0.195031,0.172029,0.163501,0.181101,0.166154,0.146576,0.151271,0.152338,0.161499,0.149892,0.169907,0.139299,0.170875,0.130395,0.137545,0.13039,0.131399,0.12386,0.110512,0.128711,0.132403,0.130334,0.095611,0.098893,0.096652,0.100579,0.095925,0.10839,0.134899,0.123899,0.111289,0.12809,0.129874,0.130591,0.136013,0.140266,0.145534,0.138977,0.099229,0.150548,0.121469,0.131267,0.209061,0.203974,0.213592,0.21185,0.183385,0.207498,0.201546,0.190666,0.17632,0.155391,0.15372,0.1587,0.144218,0.144638,0.13678,0.126624,0.129788,0.12601,0.103229,0.121735,0.110286,0.109569,0.107602,0.1089,0.092834,0.081461,0.089562,0.081664,0.084979,0.069588,0.081284,0.080892,0.068749,0.084168,0.057302,0.058845,0.05833,0.057141,0.057764,0.064308,0.075209,0.071076,0.075777,0.080123,0.089747,0.080696,0.091469,0.096771,0.094661,0.089292,0.095013,0.09046,0.097882
1230.206452,0.188281,0.186052,0.186214,0.236397,0.247047,0.243111,0.220163,0.228643,0.206547,0.197008,0.191677,0.193521,0.170479,0.161885,0.179638,0.164421,0.14505,0.149645,0.150772,0.159979,0.148323,0.168347,0.137611,0.169314,0.128707,0.135937,0.128696,0.129604,0.122128,0.108725,0.126972,0.130688,0.128617,0.09373,0.09707,0.094791,0.09868,0.094093,0.106562,0.133282,0.122185,0.109571,0.126431,0.128196,0.128896,0.134328,0.138612,0.143898,0.137265,0.097271,0.148771,0.119556,0.129403,0.206955,0.201943,0.211642,0.210116,0.181728,0.205947,0.200128,0.189289,0.175056,0.154106,0.152526,0.157549,0.142998,0.143551,0.135833,0.125533,0.128814,0.125005,0.102207,0.120759,0.109292,0.108494,0.106562,0.10785,0.091775,0.080343,0.088434,0.080533,0.083826,0.068471,0.080161,0.079762,0.067531,0.08304,0.05606,0.057625,0.05705,0.055894,0.056432,0.063007,0.073929,0.06987,0.074549,0.078903,0.088552,0.079347,0.090188,0.095522,0.093402,0.088015,0.093743,0.089016,0.096417
1236.400806,0.185059,0.183015,0.183317,0.233611,0.244509,0.240681,0.21779,0.226253,0.204314,0.194823,0.189316,0.19138,0.168366,0.159858,0.177651,0.162298,0.14286,0.14758,0.148715,0.157968,0.146184,0.166383,0.13555,0.167321,0.126475,0.133785,0.126531,0.127387,0.119965,0.106428,0.124652,0.128437,0.126411,0.09131,0.094701,0.092299,0.0963,0.091561,0.104206,0.13106,0.119956,0.107238,0.124209,0.125917,0.126606,0.13215,0.136534,0.141813,0.135014,0.094745,0.146495,0.116933,0.126577,0.203993,0.199093,0.208959,0.207626,0.179335,0.203792,0.198013,0.187328,0.173255,0.152258,0.150865,0.155872,0.141442,0.142062,0.134427,0.124083,0.127307,0.123617,0.100719,0.119371,0.107938,0.107188,0.105235,0.106447,0.090341,0.078942,0.087083,0.079086,0.082399,0.066919,0.078638,0.078297,0.065941,0.081481,0.054403,0.055958,0.055431,0.054224,0.054768,0.061275,0.072344,0.068191,0.072921,0.077317,0.086959,0.077705,0.088635,0.093999,0.091763,0.086259,0.092077,0.087027,0.094293
1242.595161,0.181156,0.179178,0.179637,0.230088,0.241259,0.23751,0.2148,0.223398,0.201404,0.191999,0.186468,0.18873,0.165756,0.157219,0.17519,0.159708,0.140228,0.144979,0.146112,0.155369,0.143725,0.163713,0.132999,0.164831,0.12384,0.131177,0.123809,0.12471,0.117242,0.103648,0.121934,0.125754,0.123729,0.088532,0.09187,0.089451,0.093445,0.088746,0.101378,0.128595,0.117272,0.104468,0.121509,0.12328,0.123929,0.12964,0.133887,0.139324,0.132387,0.091883,0.143851,0.113949,0.123232,0.200178,0.195268,0.205314,0.204386,0.176035,0.200843,0.195144,0.184682,0.170786,0.149807,0.148753,0.153591,0.139227,0.140011,0.132543,0.122222,0.125476,0.121788,0.098848,0.117642,0.106281,0.105466,0.103509,0.104629,0.088582,0.077154,0.085274,0.077323,0.080573,0.065015,0.076786,0.076503,0.06403,0.079688,0.052432,0.05413,0.053449,0.052287,0.052772,0.059322,0.070402,0.066196,0.070999,0.075427,0.085074,0.075873,0.086678,0.092151,0.08993,0.084331,0.090158,0.084795,0.091993
1248.789516,0.178823,0.176997,0.177451,0.22804,0.23941,0.235676,0.213119,0.221724,0.199758,0.190472,0.184816,0.187306,0.164283,0.155801,0.173777,0.158104,0.138687,0.143468,0.144561,0.153931,0.142264,0.162209,0.131456,0.163392,0.122254,0.129624,0.122106,0.123117,0.115699,0.101987,0.120219,0.124113,0.122134,0.086806,0.090115,0.08769,0.091732,0.086882,0.099671,0.127111,0.115678,0.102863,0.119913,0.121723,0.122285,0.128075,0.132357,0.13776,0.130787,0.090022,0.142278,0.111764,0.120765,0.19789,0.192978,0.203156,0.20241,0.174117,0.198996,0.193508,0.183017,0.16938,0.148404,0.147428,0.152144,0.137941,0.138901,0.131431,0.121084,0.124284,0.120737,0.097723,0.116634,0.10519,0.104385,0.10243,0.103554,0.087468,0.076039,0.084186,0.07624,0.079499,0.063865,0.075675,0.0754,0.062837,0.078562,0.051131,0.052844,0.052238,0.050989,0.051458,0.058138,0.069183,0.064991,0.069772,0.074229,0.08389,0.074575,0.085454,0.090934,0.088656,0.083034,0.088935,0.083106,0.090218
1254.983871,0.176133,0.174464,0.174958,0.225666,0.23729,0.233592,0.211126,0.21974,0.197815,0.188566,0.182765,0.185453,0.162429,0.153984,0.172118,0.156331,0.137001,0.141751,0.142837,0.152271,0.140528,0.160472,0.129811,0.161673,0.120495,0.127902,0.120342,0.121291,0.113887,0.100117,0.118475,0.122412,0.120347,0.084914,0.088224,0.085828,0.089874,0.085052,0.097841,0.125424,0.113956,0.100984,0.118203,0.119958,0.120555,0.126362,0.130651,0.136138,0.128994,0.088136,0.140503,0.109717,0.118471,0.195222,0.190352,0.200524,0.200089,0.171836,0.196969,0.191545,0.1812,0.167693,0.146627,0.145833,0.150502,0.136355,0.137498,0.130106,0.11977,0.123023,0.119514,0.096383,0.115428,0.103984,0.103151,0.101247,0.102257,0.086216,0.074823,0.082943,0.074973,0.078268,0.062573,0.0744,0.074108,0.061524,0.077302,0.049748,0.051553,0.050787,0.04961,0.050088,0.056693,0.067838,0.063582,0.068481,0.072899,0.082576,0.073224,0.084166,0.089686,0.087369,0.081699,0.087535,0.081604,0.088512
1261.178226,0.174568,0.172931,0.173593,0.224228,0.236152,0.232336,0.210019,0.218641,0.196703,0.187424,0.181605,0.184441,0.161374,0.152953,0.171144,0.155262,0.135886,0.140644,0.141782,0.15124,0.13945,0.159512,0.128718,0.160735,0.119392,0.126816,0.119146,0.120053,0.112803,0.098947,0.117221,0.121162,0.119217,0.083682,0.08694,0.084493,0.08862,0.083734,0.09659,0.124313,0.112804,0.099855,0.117032,0.118791,0.119394,0.12525,0.129518,0.135031,0.127869,0.086815,0.139324,0.108249,0.116785,0.193741,0.188906,0.199198,0.198793,0.170598,0.19579,0.190538,0.180152,0.166683,0.145672,0.144897,0.149597,0.135477,0.136657,0.129383,0.118956,0.122248,0.118703,0.095594,0.114699,0.103281,0.102415,0.10048,0.101624,0.085434,0.073974,0.082147,0.074145,0.077523,0.061681,0.073578,0.073276,0.060592,0.076475,0.048766,0.050566,0.049879,0.048676,0.049113,0.055753,0.0669,0.062683,0.067521,0.072027,0.081676,0.072317,0.083279,0.088813,0.086415,0.080732,0.086608,0.080402,0.087287
1267.372581,0.174214,0.172546,0.173212,0.22394,0.235828,0.232152,0.209631,0.218415,0.196364,0.187056,0.181236,0.184008,0.16093,0.152504,0.170707,0.154792,0.135333,0.140183,0.141291,0.150763,0.138874,0.15902,0.128063,0.16022,0.118753,0.126222,0.118492,0.119441,0.112109,0.098213,0.116533,0.120459,0.118535,0.082916,0.086244,0.083726,0.087842,0.082926,0.09581,0.123721,0.112132,0.099087,0.116409,0.1181,0.118646,0.124544,0.128872,0.1343,0.12702,0.085981,0.138448,0.107073,0.115313,0.193716,0.18889,0.199087,0.198624,0.170324,0.195699,0.190419,0.18,0.166624,0.145445,0.144676,0.149408,0.135291,0.136371,0.129125,0.118685,0.121909,0.118471,0.095294,0.114455,0.102987,0.102157,0.100159,0.101283,0.08512,0.073593,0.081726,0.07377,0.077052,0.061244,0.073156,0.072794,0.060115,0.07599,0.048264,0.050012,0.049307,0.048108,0.048529,0.055238,0.066386,0.062103,0.066997,0.071458,0.08111,0.071709,0.0827,0.088225,0.08579,0.080098,0.085916,0.079495,0.086258
1273.566935,0.173769,0.172098,0.172693,0.223476,0.23541,0.231714,0.209098,0.217863,0.195738,0.186462,0.180664,0.183401,0.160237,0.151728,0.170031,0.154075,0.134515,0.139378,0.140509,0.149972,0.137957,0.158185,0.127167,0.15943,0.117822,0.125313,0.117453,0.118383,0.111051,0.097012,0.115331,0.119369,0.117497,0.081717,0.084991,0.082513,0.086588,0.081636,0.094514,0.122864,0.111133,0.098065,0.115281,0.117013,0.117595,0.123443,0.127728,0.133213,0.125786,0.08461,0.137106,0.105406,0.113357,0.193809,0.188937,0.199143,0.198615,0.170353,0.195696,0.190424,0.179953,0.166553,0.145345,0.144425,0.149199,0.13507,0.136134,0.128767,0.118344,0.121608,0.118178,0.094955,0.1141,0.102545,0.101668,0.099729,0.100792,0.084542,0.073075,0.08119,0.073186,0.076422,0.06048,0.072412,0.072126,0.059396,0.075302,0.047409,0.049271,0.048486,0.04729,0.047585,0.05455,0.065652,0.061323,0.066159,0.070604,0.080305,0.070855,0.081818,0.087362,0.084828,0.079084,0.084929,0.078235,0.08485
1279.76129,0.174435,0.172702,0.173239,0.224115,0.235985,0.232203,0.209435,0.218128,0.195933,0.186519,0.180756,0.183421,0.160136,0.151419,0.169843,0.153935,0.134115,0.138984,0.140133,0.149551,0.137371,0.157775,0.126507,0.158972,0.117139,0.12471,0.116724,0.117592,0.110138,0.096158,0.114366,0.118418,0.116524,0.080715,0.083958,0.081446,0.085527,0.080576,0.093506,0.122196,0.110379,0.097287,0.114551,0.116224,0.116645,0.122557,0.126811,0.132262,0.124711,0.083391,0.135838,0.103652,0.111147,0.195559,0.190556,0.200729,0.199889,0.17162,0.196818,0.19159,0.180869,0.16741,0.145919,0.14497,0.149821,0.135651,0.13646,0.129024,0.118571,0.121837,0.118304,0.095061,0.114111,0.102485,0.101582,0.099592,0.100618,0.084418,0.072822,0.080947,0.072883,0.075956,0.060036,0.071917,0.071606,0.058737,0.074776,0.046719,0.04859,0.047734,0.046575,0.046839,0.053936,0.065111,0.060713,0.06547,0.069909,0.07954,0.070057,0.081022,0.086605,0.08401,0.078194,0.083943,0.076902,0.083268
1285.955645,0.17442,0.172438,0.17299,0.223919,0.235715,0.231908,0.208918,0.217605,0.195282,0.18576,0.180125,0.182587,0.159192,0.150315,0.168892,0.152902,0.132876,0.137774,0.138931,0.148328,0.135877,0.15671,0.125017,0.157752,0.115569,0.123321,0.115115,0.115909,0.108392,0.094306,0.112493,0.116645,0.114721,0.078751,0.082036,0.079464,0.083623,0.078505,0.091503,0.120758,0.108806,0.095537,0.112843,0.114378,0.114797,0.120716,0.125013,0.130456,0.122689,0.081173,0.133707,0.101015,0.108102,0.19686,0.191778,0.201894,0.200722,0.172419,0.197595,0.192366,0.18138,0.167859,0.146203,0.144989,0.149975,0.135726,0.136355,0.128781,0.118332,0.12166,0.118052,0.094723,0.113721,0.10187,0.101082,0.098945,0.099954,0.083682,0.072069,0.080096,0.072008,0.074942,0.05893,0.07078,0.070573,0.057588,0.073606,0.045416,0.047413,0.046484,0.045259,0.045495,0.052796,0.063894,0.059414,0.064166,0.068615,0.078182,0.068633,0.079624,0.085168,0.082485,0.076594,0.082348,0.07498,0.081113
1292.15,0.176566,0.174331,0.174747,0.225745,0.237239,0.233354,0.21001,0.218693,0.196188,0.186427,0.180989,0.183118,0.159576,0.150453,0.169078,0.153218,0.132793,0.137828,0.138971,0.148241,0.135509,0.156707,0.124535,0.15767,0.115125,0.123003,0.114545,0.115325,0.107663,0.093505,0.111663,0.115841,0.113911,0.077857,0.08115,0.078512,0.08268,0.077538,0.090583,0.120424,0.108294,0.094978,0.112134,0.1136,0.113947,0.119893,0.124291,0.129551,0.121571,0.079971,0.132356,0.09912,0.105591,0.200518,0.195316,0.205385,0.203576,0.175148,0.200087,0.194778,0.183486,0.169785,0.147797,0.146304,0.151496,0.137138,0.137369,0.129511,0.119057,0.122378,0.118696,0.095332,0.114116,0.102113,0.101353,0.09913,0.100084,0.08375,0.07209,0.080054,0.071928,0.074587,0.058545,0.07031,0.070187,0.057067,0.073147,0.044902,0.046877,0.045843,0.044652,0.044795,0.052408,0.063449,0.05889,0.063546,0.067978,0.077426,0.067869,0.078836,0.084423,0.081613,0.075596,0.081278,0.073472,0.07933
1298.344355,0.181026,0.178409,0.178595,0.229632,0.240666,0.236739,0.212791,0.221475,0.198702,0.188634,0.183497,0.185085,0.161317,0.15189,0.170646,0.154982,0.133972,0.13917,0.140213,0.149472,0.136302,0.158007,0.125267,0.158772,0.115835,0.1239,0.115211,0.115848,0.108073,0.093863,0.112009,0.116186,0.114279,0.078204,0.081371,0.078774,0.082887,0.077669,0.090737,0.121271,0.108977,0.095548,0.112668,0.114012,0.114292,0.120116,0.124541,0.129707,0.121496,0.079897,0.13203,0.098206,0.103919,0.2067,0.201168,0.211048,0.208497,0.179892,0.204488,0.198941,0.187189,0.173177,0.150839,0.148813,0.154239,0.139698,0.139502,0.131243,0.120795,0.124192,0.120298,0.096824,0.115452,0.103174,0.102423,0.100058,0.101055,0.08461,0.072897,0.080881,0.072523,0.075118,0.058959,0.070712,0.07056,0.057397,0.07349,0.045048,0.047105,0.045955,0.044739,0.044835,0.052907,0.063828,0.059087,0.063688,0.068053,0.077417,0.067841,0.0788,0.084305,0.081376,0.075357,0.080903,0.072619,0.078141
1304.53871,0.187244,0.184103,0.184064,0.234978,0.245483,0.241345,0.216798,0.225432,0.202352,0.191987,0.187121,0.188126,0.164003,0.154289,0.17311,0.157663,0.136038,0.141276,0.14231,0.151521,0.137873,0.160211,0.126788,0.160673,0.117428,0.125669,0.116653,0.117267,0.109261,0.095053,0.113084,0.117319,0.115382,0.079335,0.08249,0.079862,0.083935,0.078725,0.091676,0.122956,0.110506,0.097117,0.114033,0.115189,0.115436,0.121063,0.125609,0.130595,0.12225,0.080626,0.13243,0.097825,0.102887,0.214544,0.208838,0.218378,0.214835,0.18613,0.210081,0.204328,0.192044,0.177615,0.154877,0.152174,0.158,0.143135,0.142345,0.133679,0.123214,0.126578,0.122505,0.099001,0.117323,0.104739,0.104071,0.101565,0.102611,0.086057,0.074245,0.082088,0.073738,0.076073,0.059896,0.071568,0.071437,0.058167,0.074264,0.045762,0.04784,0.046673,0.045407,0.045432,0.053961,0.064738,0.059925,0.064357,0.068626,0.077929,0.068202,0.079217,0.084687,0.081645,0.075501,0.080944,0.072115,0.077295
1310.733065,0.195561,0.19174,0.191376,0.242141,0.251907,0.247569,0.222201,0.230755,0.207349,0.196568,0.192208,0.19228,0.167887,0.157709,0.176622,0.161521,0.139184,0.144485,0.145566,0.154584,0.140398,0.16342,0.129219,0.163577,0.119996,0.12843,0.119154,0.119644,0.111407,0.097227,0.115207,0.119387,0.117406,0.081442,0.084564,0.081978,0.086024,0.080744,0.093634,0.125604,0.113093,0.099523,0.116319,0.11732,0.117476,0.123009,0.127592,0.132381,0.123772,0.082331,0.133706,0.098329,0.102552,0.224634,0.218738,0.227743,0.223008,0.194012,0.217284,0.211241,0.198224,0.183239,0.160022,0.156529,0.162786,0.14761,0.146052,0.136846,0.12639,0.129808,0.125518,0.101927,0.119887,0.106995,0.106324,0.103716,0.104788,0.088127,0.076265,0.08407,0.07557,0.077666,0.061443,0.073016,0.072918,0.059625,0.075679,0.047147,0.049274,0.04808,0.046703,0.046725,0.055726,0.066346,0.061307,0.065584,0.069818,0.079023,0.069303,0.080264,0.085682,0.082449,0.076276,0.081612,0.072188,0.076937
1316.927419,0.206205,0.20164,0.200831,0.251349,0.2602,0.255616,0.229294,0.237791,0.21382,0.20269,0.198849,0.19787,0.173143,0.162434,0.181388,0.166693,0.143572,0.148931,0.150032,0.158786,0.144105,0.167926,0.132839,0.167693,0.123741,0.132364,0.122768,0.123149,0.114683,0.100587,0.118393,0.12255,0.120527,0.084716,0.087813,0.085232,0.089194,0.083813,0.096665,0.129467,0.116733,0.103236,0.119767,0.12056,0.120694,0.125953,0.130609,0.13516,0.126342,0.085133,0.135987,0.09972,0.10301,0.237213,0.23094,0.239374,0.23313,0.203824,0.226197,0.219731,0.205953,0.19027,0.166458,0.162071,0.168807,0.15327,0.150828,0.140975,0.1305,0.133983,0.129279,0.105813,0.123308,0.110037,0.109451,0.106644,0.107883,0.091023,0.079053,0.08671,0.078121,0.080071,0.063834,0.075285,0.07519,0.061934,0.077809,0.049386,0.051413,0.050235,0.048782,0.048787,0.058442,0.068758,0.06365,0.067703,0.071797,0.080897,0.071149,0.082023,0.087389,0.083994,0.077761,0.082967,0.072856,0.077113
1323.121774,0.218935,0.213451,0.212157,0.262331,0.270059,0.265222,0.237861,0.246069,0.22174,0.210055,0.20675,0.204623,0.179508,0.168237,0.187236,0.173066,0.14898,0.154573,0.155573,0.164176,0.148895,0.173501,0.137491,0.172803,0.128548,0.137399,0.12746,0.127759,0.118992,0.104932,0.12266,0.126834,0.12478,0.089118,0.092132,0.089564,0.093498,0.088064,0.100804,0.134367,0.121514,0.108007,0.124305,0.124906,0.124916,0.129896,0.134656,0.13901,0.129966,0.089099,0.139241,0.102135,0.104361,0.251745,0.245083,0.252858,0.244882,0.215158,0.236512,0.229635,0.214803,0.198438,0.1739,0.168462,0.17578,0.159749,0.156334,0.145772,0.135335,0.13883,0.133938,0.110296,0.127431,0.113734,0.113231,0.110235,0.111666,0.094537,0.082556,0.090091,0.081428,0.083179,0.066971,0.078261,0.078155,0.065011,0.080701,0.052423,0.05435,0.05321,0.051668,0.051684,0.061911,0.072055,0.066683,0.070566,0.074582,0.083512,0.073698,0.08457,0.089854,0.086317,0.080074,0.085072,0.074308,0.077932
1329.316129,0.233799,0.227346,0.225383,0.275161,0.281655,0.276365,0.247907,0.255889,0.231198,0.218793,0.216089,0.212675,0.187182,0.175337,0.194362,0.180733,0.15575,0.161374,0.162378,0.170766,0.15492,0.180277,0.143351,0.179154,0.134725,0.143687,0.133517,0.133666,0.124581,0.110718,0.128278,0.132381,0.130297,0.094878,0.097858,0.095315,0.099155,0.093706,0.106339,0.140634,0.127606,0.114142,0.130136,0.130552,0.130496,0.135161,0.140072,0.144077,0.134929,0.094451,0.143839,0.105945,0.107164,0.268264,0.261167,0.268099,0.258159,0.228039,0.248129,0.240718,0.224886,0.207666,0.182314,0.175665,0.183596,0.167164,0.162647,0.151385,0.140898,0.14456,0.139225,0.115682,0.132217,0.118219,0.11771,0.114632,0.116281,0.098975,0.086897,0.094278,0.085559,0.087174,0.071022,0.082133,0.081974,0.06895,0.084525,0.056381,0.058182,0.057131,0.055514,0.055558,0.066439,0.076246,0.070738,0.074365,0.078299,0.087116,0.077243,0.088146,0.093282,0.089576,0.083349,0.088136,0.076752,0.079828
1335.510484,0.25025,0.242843,0.24031,0.289394,0.294715,0.288948,0.259268,0.267014,0.241781,0.228856,0.226768,0.222007,0.196111,0.183743,0.202674,0.189644,0.163832,0.169493,0.170496,0.178575,0.162248,0.188455,0.150625,0.186814,0.142274,0.151377,0.141006,0.140977,0.131728,0.117921,0.135453,0.139449,0.137248,0.102226,0.105114,0.102598,0.106415,0.100942,0.113382,0.148178,0.135103,0.121731,0.137437,0.137597,0.13757,0.141937,0.146972,0.150665,0.141395,0.101452,0.150049,0.111586,0.112261,0.285867,0.27853,0.284403,0.272466,0.241886,0.260705,0.252734,0.235741,0.217592,0.191406,0.18358,0.192193,0.175229,0.169657,0.157613,0.147155,0.150941,0.145258,0.121783,0.13772,0.123448,0.123053,0.119872,0.12181,0.104196,0.092109,0.09935,0.090567,0.092152,0.076085,0.087067,0.086839,0.074015,0.089363,0.061463,0.063146,0.062211,0.060474,0.06058,0.071918,0.081482,0.075872,0.079324,0.083118,0.091776,0.081995,0.092871,0.097882,0.094019,0.087866,0.092483,0.080658,0.083422
1341.704839,0.266979,0.25858,0.255377,0.30378,0.307838,0.301589,0.270819,0.278197,0.252667,0.239052,0.237583,0.231504,0.205307,0.192474,0.211274,0.198875,0.172274,0.178035,0.179001,0.186905,0.170145,0.196997,0.158452,0.194898,0.150422,0.159554,0.149101,0.149006,0.139497,0.125881,0.143313,0.147246,0.144898,0.110284,0.113191,0.110782,0.114474,0.109025,0.12124,0.156393,0.143248,0.129919,0.145339,0.145372,0.145447,0.149447,0.154487,0.158012,0.148752,0.10947,0.157323,0.11889,0.11959,0.303323,0.295579,0.300466,0.286428,0.255342,0.272899,0.264491,0.246281,0.227348,0.200323,0.191358,0.200573,0.183187,0.176554,0.163851,0.153442,0.157294,0.151365,0.127925,0.143499,0.12889,0.128642,0.125273,0.127643,0.109701,0.097573,0.104783,0.095993,0.097563,0.081583,0.092448,0.092186,0.079544,0.094651,0.067125,0.068631,0.067899,0.06601,0.066227,0.077978,0.087251,0.081527,0.084786,0.088525,0.097138,0.087339,0.098219,0.103129,0.099243,0.093154,0.097696,0.085936,0.088612
