,Aga1,Aga2,Aga3,Aga4,Aga5,Aga6,Aga7,Aga8,Aga9,Aga10,Aga11,Aga12,Aga13,Aga14,Aga15,Aga16,Aga17,Aga18,Aga19,Aga20,Aga21,Aga22,Aga23,Aga24,Aga25,Aga26,Aga27,Aga28,Aga29,Aga30,Aga31,Aga32,Aga33,Aga34,Aga35,Aga36,Aga37,Aga38,Aga39,Aga40,Aga41,Aga42,Aga43,Aga44,Aga45,Aga46,Aga47,Aga48,Aga49,Aga50,Aga51,Aga52,Aga53,Kiri1,Kiri2,Kiri3,Kiri4,Kiri5,Kiri6,Kiri7,Kiri8,Kiri9,Kiri10,Kiri11,Kiri12,Kiri13,Kiri14,Kiri15,Kiri16,Kiri17,Kiri18,Kiri19,Kiri20,Kiri21,Kiri22,Kiri23,Kiri24,Kiri25,Kiri26,Kiri27,Kiri28,Kiri29,Kiri30,Kiri31,Kiri32,Kiri33,Kiri34,Kiri35,Kiri36,Kiri37,Kiri38,Kiri39,Kiri40,Kiri41,Kiri42,Kiri43,Kiri44,Kiri45,Kiri46,Kiri47,Kiri48,Kiri49,Kiri50,Kiri51,Kiri52,Kiri53
1347.899194,0.28283,0.273474,0.269654,0.317335,0.320185,0.313431,0.281689,0.288712,0.262894,0.24885,0.24771,0.240562,0.214065,0.200803,0.219543,0.207661,0.180401,0.186213,0.187175,0.194863,0.177879,0.205131,0.166115,0.202733,0.158346,0.167475,0.156975,0.156794,0.147165,0.133739,0.151076,0.154908,0.152557,0.118296,0.121239,0.118836,0.122443,0.11698,0.129118,0.16439,0.151193,0.137943,0.153131,0.153053,0.153136,0.156797,0.161949,0.165349,0.156171,0.117528,0.164754,0.127032,0.128573,0.319482,0.311428,0.315285,0.299377,0.267808,0.284132,0.275241,0.255894,0.236286,0.208518,0.198446,0.208279,0.190475,0.182922,0.169581,0.159246,0.163187,0.157028,0.133645,0.148826,0.13404,0.133804,0.130368,0.133279,0.114937,0.102805,0.109916,0.101155,0.102777,0.086946,0.097636,0.097283,0.084969,0.099834,0.072636,0.07391,0.073392,0.071369,0.071753,0.083728,0.092785,0.086959,0.090118,0.093796,0.102374,0.092554,0.103538,0.108328,0.104396,0.098431,0.102951,0.091704,0.094747
1354.093548,0.297433,0.28718,0.282849,0.329702,0.331634,0.3243,0.291767,0.298385,0.27228,0.257682,0.257031,0.248857,0.222085,0.208526,0.227103,0.215701,0.1879,0.193715,0.194672,0.202194,0.184952,0.212577,0.173142,0.209937,0.165692,0.174739,0.164221,0.163997,0.154249,0.14101,0.1583,0.162038,0.159552,0.125758,0.128573,0.126285,0.129868,0.12439,0.136396,0.171767,0.158517,0.145324,0.16038,0.160143,0.160282,0.163689,0.168889,0.172143,0.16311,0.12501,0.171768,0.13488,0.137351,0.334301,0.325869,0.328703,0.311134,0.279094,0.294304,0.285111,0.264673,0.244323,0.21587,0.204836,0.215221,0.197082,0.188654,0.174781,0.164457,0.168529,0.16218,0.138801,0.153695,0.138718,0.138431,0.135024,0.138368,0.119682,0.107505,0.114488,0.10579,0.107506,0.091752,0.10237,0.101909,0.089809,0.104535,0.07755,0.078616,0.078338,0.076217,0.07673,0.088926,0.097816,0.091869,0.094916,0.09855,0.1071,0.097291,0.108331,0.113054,0.10909,0.103188,0.107689,0.09709,0.100448
1360.287903,0.313219,0.302131,0.29709,0.343117,0.344004,0.336025,0.302455,0.308655,0.282303,0.267166,0.266959,0.257693,0.230546,0.216565,0.235106,0.22411,0.195716,0.201543,0.202531,0.209881,0.192343,0.220453,0.180438,0.21746,0.173358,0.182347,0.171848,0.171467,0.161655,0.148527,0.165795,0.169479,0.166902,0.133386,0.136251,0.134039,0.137504,0.13204,0.143871,0.179518,0.166149,0.152998,0.167745,0.167519,0.167731,0.170818,0.17614,0.179185,0.170195,0.132719,0.178964,0.142503,0.145276,0.350495,0.341744,0.343492,0.323884,0.291478,0.305458,0.295784,0.27408,0.252991,0.223773,0.211615,0.222634,0.204101,0.194728,0.180317,0.170009,0.174177,0.167594,0.144242,0.158838,0.143651,0.143431,0.139939,0.143751,0.124677,0.112438,0.119431,0.110662,0.112467,0.096766,0.10721,0.10671,0.094881,0.109366,0.082671,0.083519,0.0834,0.081154,0.081737,0.094371,0.102996,0.096919,0.099824,0.103394,0.111897,0.102152,0.113193,0.117867,0.113784,0.108007,0.112511,0.102114,0.105558
1366.482258,0.330433,0.318171,0.312304,0.357465,0.356986,0.348216,0.313465,0.319215,0.292372,0.276472,0.276966,0.266197,0.238634,0.224099,0.242543,0.232076,0.20278,0.208751,0.209732,0.216811,0.198781,0.227632,0.186821,0.224277,0.180002,0.189084,0.178362,0.177879,0.167916,0.154916,0.17208,0.175627,0.173071,0.139848,0.142608,0.140464,0.143876,0.1384,0.150092,0.186331,0.172757,0.159657,0.174098,0.173744,0.173948,0.176805,0.182152,0.185014,0.175996,0.13895,0.184753,0.148206,0.150614,0.369078,0.359963,0.360337,0.338241,0.305254,0.317737,0.30761,0.284409,0.262381,0.23201,0.218638,0.23039,0.211414,0.200822,0.185582,0.175256,0.179705,0.172852,0.149488,0.163608,0.148092,0.148006,0.144319,0.148567,0.129146,0.11688,0.123715,0.114865,0.116615,0.100991,0.111304,0.110735,0.099107,0.113334,0.086855,0.087554,0.087602,0.08521,0.085864,0.099035,0.107393,0.101135,0.103872,0.107373,0.115767,0.106028,0.11712,0.121702,0.117546,0.111755,0.116225,0.105764,0.108976
1372.676613,0.353825,0.340023,0.332787,0.377024,0.374552,0.364757,0.328167,0.333178,0.30556,0.288618,0.289765,0.277009,0.248712,0.233043,0.251676,0.241795,0.211093,0.21714,0.218025,0.224848,0.205906,0.235938,0.19375,0.232185,0.187181,0.196586,0.185382,0.184645,0.174334,0.161366,0.178425,0.182,0.179296,0.14625,0.148997,0.146886,0.150256,0.144588,0.156243,0.19388,0.179904,0.166743,0.180886,0.180139,0.180321,0.182782,0.188247,0.190817,0.181486,0.144798,0.189967,0.152554,0.153947,0.395683,0.385805,0.384441,0.35851,0.324654,0.335187,0.324153,0.298658,0.275391,0.243365,0.227985,0.240861,0.221265,0.20877,0.192347,0.182055,0.186741,0.179417,0.156061,0.169384,0.153341,0.15338,0.149477,0.154163,0.134224,0.121878,0.128497,0.119487,0.120986,0.105334,0.115409,0.114886,0.103253,0.117398,0.09097,0.091585,0.091636,0.089106,0.089785,0.103985,0.111951,0.105362,0.107818,0.111194,0.119456,0.109623,0.120729,0.125188,0.120817,0.114923,0.119353,0.108214,0.110908
1378.870968,0.387757,0.371514,0.362286,0.405206,0.399666,0.388106,0.348825,0.35257,0.323889,0.305231,0.307419,0.291761,0.262234,0.244825,0.263772,0.254595,0.221723,0.228001,0.22877,0.235075,0.214696,0.246661,0.202252,0.242402,0.196159,0.205869,0.193923,0.192783,0.181719,0.168917,0.185725,0.189308,0.186497,0.153629,0.156321,0.154172,0.157455,0.151565,0.163149,0.203385,0.188715,0.175394,0.188914,0.187692,0.187641,0.189566,0.195272,0.197233,0.187287,0.151148,0.195243,0.156004,0.155602,0.43475,0.423676,0.419727,0.388004,0.352931,0.360366,0.347967,0.31901,0.29375,0.25927,0.240856,0.255553,0.234995,0.219752,0.201529,0.191215,0.196436,0.188393,0.165022,0.17716,0.16031,0.160511,0.156316,0.16167,0.141031,0.128333,0.134685,0.125463,0.126369,0.110694,0.120424,0.119993,0.108349,0.122333,0.095875,0.096402,0.096345,0.093652,0.094286,0.110326,0.117708,0.110526,0.112517,0.115682,0.123562,0.113606,0.124651,0.128976,0.124185,0.118242,0.122408,0.109757,0.111543
1385.065323,0.436285,0.416874,0.404449,0.445541,0.435738,0.421358,0.378352,0.380189,0.350114,0.32904,0.332544,0.312871,0.281644,0.261945,0.281139,0.272933,0.2373,0.243624,0.244245,0.249969,0.227551,0.262073,0.214639,0.257241,0.209219,0.219402,0.206396,0.204742,0.192702,0.179953,0.196489,0.199965,0.197042,0.164432,0.166965,0.164769,0.167941,0.161873,0.173209,0.217202,0.201585,0.188002,0.200632,0.198732,0.198367,0.199607,0.205525,0.2067,0.195869,0.160366,0.202872,0.160702,0.157542,0.490117,0.477388,0.469467,0.429271,0.392249,0.39545,0.380824,0.3471,0.319165,0.281177,0.258644,0.275827,0.254017,0.234958,0.214336,0.204013,0.210016,0.201013,0.177736,0.188266,0.170471,0.170985,0.166273,0.172696,0.150981,0.137868,0.143917,0.134334,0.134545,0.11883,0.128082,0.127633,0.115991,0.129782,0.103324,0.103683,0.103564,0.100617,0.101158,0.119751,0.126273,0.118385,0.11969,0.122464,0.129895,0.119806,0.13071,0.134768,0.129545,0.123384,0.127093,0.112154,0.112472
1391.259677,0.49876,0.47554,0.458714,0.497191,0.482215,0.464078,0.416651,0.415947,0.383954,0.360046,0.365004,0.340566,0.307464,0.285177,0.304424,0.297173,0.258529,0.264998,0.265334,0.270311,0.245715,0.283049,0.232196,0.277688,0.227605,0.23835,0.224137,0.22181,0.208575,0.195897,0.212048,0.215465,0.212378,0.180079,0.18243,0.18026,0.183299,0.176851,0.187957,0.236729,0.219872,0.205947,0.21754,0.214717,0.213937,0.214177,0.220433,0.220642,0.208602,0.174033,0.214485,0.168402,0.16192,0.559487,0.544653,0.531227,0.480105,0.440571,0.438368,0.420876,0.381229,0.349956,0.30789,0.280511,0.300597,0.277594,0.253941,0.230589,0.220207,0.227259,0.217346,0.194243,0.202826,0.184221,0.185027,0.179908,0.187815,0.164609,0.151044,0.15668,0.146695,0.146136,0.130374,0.138974,0.138646,0.127017,0.140542,0.114022,0.114242,0.114052,0.110731,0.111192,0.133048,0.138479,0.129663,0.13013,0.132449,0.139234,0.128967,0.139751,0.143402,0.13762,0.131203,0.134425,0.11643,0.115088
1397.454032,0.568328,0.541178,0.519086,0.554426,0.533879,0.511039,0.459444,0.455508,0.421745,0.395236,0.401088,0.372029,0.33703,0.312573,0.331669,0.325318,0.284207,0.290562,0.29057,0.294793,0.268113,0.308018,0.253975,0.302225,0.250355,0.261488,0.246212,0.243148,0.228668,0.2161,0.231967,0.235248,0.231959,0.200085,0.202153,0.200092,0.20292,0.196133,0.206975,0.260751,0.242676,0.228327,0.238782,0.234959,0.23382,0.232906,0.239552,0.238708,0.225387,0.19201,0.23014,0.179761,0.170178,0.634412,0.617505,0.597117,0.533952,0.491637,0.483446,0.462789,0.416612,0.381953,0.33609,0.303517,0.326605,0.302638,0.274412,0.248527,0.238174,0.246444,0.235729,0.212894,0.219634,0.200423,0.201594,0.196094,0.20591,0.180971,0.166866,0.172104,0.161718,0.16048,0.144657,0.152556,0.152383,0.140804,0.154069,0.127457,0.127471,0.127188,0.123583,0.123966,0.149302,0.153597,0.143729,0.143283,0.145153,0.15127,0.140785,0.151484,0.154732,0.148291,0.141591,0.144407,0.123167,0.120174
1403.648387,0.635817,0.605475,0.577778,0.609539,0.584157,0.55671,0.501402,0.494142,0.459073,0.430141,0.436586,0.403681,0.367288,0.341255,0.359917,0.354338,0.311592,0.317653,0.317403,0.320965,0.292838,0.334532,0.278091,0.32843,0.275438,0.286664,0.270716,0.266981,0.251538,0.239145,0.25469,0.257848,0.254276,0.222976,0.224778,0.222818,0.225507,0.21837,0.228966,0.28691,0.267771,0.253226,0.262601,0.257974,0.256525,0.254477,0.26133,0.259574,0.245229,0.213181,0.249008,0.195367,0.184041,0.704695,0.685818,0.658165,0.583449,0.538475,0.524831,0.500975,0.448863,0.41122,0.362055,0.325184,0.350803,0.326345,0.29419,0.266404,0.255929,0.265398,0.25419,0.231838,0.23689,0.217665,0.218967,0.21333,0.224959,0.198406,0.183864,0.188732,0.178083,0.176364,0.160512,0.16774,0.1677,0.156196,0.169298,0.142588,0.142427,0.142039,0.138174,0.138541,0.166964,0.170232,0.159436,0.158177,0.159667,0.165133,0.154473,0.16519,0.168005,0.160976,0.154054,0.156533,0.132846,0.128912
1409.842742,0.694085,0.661408,0.628796,0.657023,0.627962,0.596522,0.538354,0.528288,0.492307,0.461696,0.468323,0.432662,0.395414,0.368798,0.386692,0.381632,0.338255,0.343991,0.343515,0.346556,0.317529,0.360391,0.30235,0.353748,0.300691,0.311707,0.295529,0.291329,0.275183,0.26299,0.278519,0.281355,0.277585,0.24693,0.248401,0.246565,0.249228,0.241777,0.252105,0.312861,0.292984,0.278468,0.286938,0.281788,0.280177,0.277105,0.284198,0.281681,0.266798,0.235918,0.270015,0.214895,0.204726,0.763135,0.742619,0.708284,0.623897,0.577354,0.558936,0.532319,0.475488,0.435622,0.384039,0.343868,0.371517,0.34686,0.311738,0.282878,0.272274,0.282649,0.271419,0.249418,0.253226,0.234233,0.235779,0.230027,0.243241,0.21538,0.200546,0.205153,0.19438,0.192305,0.17644,0.183174,0.183333,0.171821,0.18483,0.158004,0.157789,0.15741,0.153294,0.153633,0.184349,0.186842,0.175341,0.173464,0.174757,0.17967,0.168969,0.179713,0.182269,0.1748,0.167643,0.170185,0.145525,0.142191
1416.037097,0.742073,0.707561,0.670878,0.69608,0.664177,0.629493,0.569417,0.557094,0.520377,0.488739,0.49542,0.457649,0.420093,0.393333,0.410377,0.405997,0.362365,0.367812,0.367285,0.369826,0.34057,0.383741,0.324895,0.376538,0.323964,0.334772,0.318718,0.314253,0.297784,0.285748,0.301369,0.303955,0.299841,0.269964,0.271147,0.269466,0.272078,0.264477,0.274559,0.336571,0.316509,0.301974,0.309906,0.304344,0.302781,0.2989,0.306037,0.303096,0.288109,0.258238,0.291178,0.236821,0.230264,0.809574,0.788328,0.747969,0.656239,0.608119,0.585773,0.556915,0.496646,0.455201,0.401876,0.359251,0.388299,0.363955,0.326638,0.297044,0.286392,0.297528,0.286417,0.264749,0.267586,0.249089,0.250768,0.245107,0.259391,0.230636,0.215677,0.220144,0.209225,0.207037,0.191224,0.197555,0.197906,0.186394,0.199364,0.172479,0.172275,0.171845,0.167648,0.168008,0.200132,0.202081,0.190114,0.187849,0.189057,0.193483,0.18291,0.19373,0.196077,0.188347,0.180987,0.18388,0.160139,0.158678
1422.231452,0.779634,0.74383,0.703616,0.72664,0.692699,0.655767,0.594141,0.580121,0.542969,0.510693,0.517313,0.47811,0.440406,0.413892,0.430054,0.426234,0.382753,0.387951,0.387207,0.389531,0.360311,0.403428,0.344239,0.395471,0.343722,0.354444,0.338575,0.333996,0.317477,0.305478,0.321231,0.32364,0.319232,0.290072,0.290906,0.289455,0.292035,0.284266,0.294216,0.356583,0.336491,0.322137,0.329746,0.323993,0.322439,0.317875,0.325018,0.32186,0.307026,0.277908,0.310278,0.257707,0.255501,0.845121,0.822931,0.778119,0.680911,0.631905,0.606512,0.575612,0.512803,0.470499,0.41584,0.371502,0.401582,0.377615,0.338659,0.308621,0.297938,0.309671,0.298753,0.277373,0.279376,0.261416,0.263157,0.257688,0.272515,0.243237,0.228306,0.23271,0.221699,0.219435,0.203636,0.209691,0.210291,0.198724,0.211762,0.184668,0.184594,0.184149,0.179948,0.1803,0.213257,0.214804,0.202563,0.200069,0.201299,0.20533,0.194907,0.205884,0.208076,0.200223,0.192699,0.196177,0.174202,0.174912
1428.425806,0.806387,0.769813,0.727072,0.748561,0.71319,0.674838,0.612302,0.596912,0.559507,0.526873,0.533436,0.493253,0.455724,0.42942,0.444946,0.441407,0.398221,0.403152,0.402326,0.404435,0.375363,0.418464,0.358947,0.409606,0.358705,0.369347,0.353696,0.34915,0.332583,0.320729,0.336681,0.338851,0.334179,0.30557,0.306151,0.304813,0.307444,0.299582,0.309417,0.37169,0.351825,0.337539,0.344964,0.339086,0.337662,0.332496,0.3397,0.336331,0.321807,0.29302,0.325297,0.273897,0.275003,0.869928,0.847093,0.799202,0.698325,0.64881,0.621176,0.588616,0.524324,0.481531,0.425946,0.380475,0.411211,0.387578,0.347481,0.317261,0.306462,0.318627,0.307868,0.286695,0.288021,0.270526,0.272392,0.266961,0.282035,0.25252,0.237657,0.242048,0.230935,0.228682,0.212917,0.218815,0.219645,0.207833,0.221081,0.193723,0.193834,0.193317,0.189178,0.189512,0.222982,0.224239,0.211908,0.209145,0.210484,0.214259,0.203896,0.21498,0.217113,0.209171,0.201527,0.20565,0.184842,0.187149
1434.620161,0.827157,0.78973,0.744887,0.765383,0.728775,0.689348,0.625967,0.609664,0.571965,0.538985,0.545471,0.50454,0.467095,0.440888,0.455998,0.452696,0.409653,0.41442,0.413583,0.415419,0.386472,0.429638,0.369726,0.419856,0.369705,0.380308,0.364855,0.360305,0.343778,0.331921,0.348162,0.350094,0.345211,0.317002,0.317302,0.316115,0.318777,0.310823,0.320528,0.382758,0.363174,0.348998,0.356271,0.350296,0.348771,0.343196,0.350442,0.346925,0.332519,0.304051,0.336257,0.284656,0.287159,0.889303,0.866044,0.815724,0.711768,0.661778,0.632378,0.598403,0.533048,0.489694,0.433456,0.387098,0.418352,0.394944,0.353998,0.32355,0.31262,0.32522,0.314424,0.293452,0.294102,0.276978,0.279017,0.273563,0.28869,0.259086,0.244384,0.248732,0.237502,0.235228,0.21938,0.225209,0.226229,0.214222,0.227542,0.200031,0.200385,0.199747,0.195646,0.195967,0.229851,0.230907,0.218487,0.215549,0.21691,0.220374,0.210091,0.221244,0.223362,0.215314,0.207565,0.212222,0.191405,0.194437
1440.814516,0.841347,0.803452,0.757113,0.776983,0.739489,0.699514,0.635493,0.618492,0.580552,0.547358,0.554009,0.51245,0.475074,0.449011,0.463655,0.460597,0.417728,0.422339,0.421368,0.423124,0.394242,0.437392,0.377202,0.426918,0.377134,0.387917,0.372503,0.36804,0.351562,0.339635,0.35597,0.357809,0.352747,0.324919,0.324968,0.323858,0.326514,0.318557,0.328182,0.390356,0.371049,0.356817,0.363989,0.358029,0.356478,0.350541,0.357859,0.354173,0.339953,0.311446,0.343676,0.290793,0.293484,0.902501,0.878927,0.827159,0.72109,0.670737,0.640061,0.604992,0.538992,0.495433,0.438612,0.391589,0.42327,0.400118,0.358426,0.327733,0.316783,0.329571,0.318839,0.297852,0.298165,0.281177,0.283332,0.277899,0.2929,0.263306,0.248763,0.253064,0.241671,0.23941,0.223538,0.229278,0.230457,0.218271,0.231659,0.204009,0.204499,0.203803,0.199765,0.200011,0.234337,0.235198,0.222616,0.219496,0.220924,0.224242,0.213946,0.225176,0.227224,0.219099,0.211227,0.21632,0.194699,0.197905
1447.008871,0.850375,0.812074,0.764609,0.784516,0.746175,0.705918,0.641582,0.624216,0.586097,0.552885,0.559495,0.517549,0.480352,0.454316,0.468765,0.465781,0.422963,0.427499,0.426484,0.428168,0.399413,0.442517,0.382159,0.431434,0.382069,0.392973,0.377541,0.373225,0.356754,0.344721,0.361205,0.362972,0.357861,0.330156,0.330072,0.328976,0.331688,0.323644,0.33326,0.395267,0.376225,0.362061,0.369168,0.363175,0.361518,0.355414,0.362787,0.359054,0.344707,0.316291,0.348606,0.293954,0.296103,0.910518,0.886849,0.834218,0.726868,0.676433,0.644903,0.608806,0.542822,0.499065,0.441987,0.394526,0.426372,0.403427,0.361266,0.33038,0.319435,0.332293,0.321556,0.30063,0.300497,0.283741,0.286003,0.280541,0.295383,0.265851,0.251462,0.255701,0.244196,0.241987,0.226092,0.231767,0.233003,0.220775,0.234178,0.206433,0.20695,0.206286,0.202214,0.202442,0.237019,0.237804,0.225114,0.221895,0.223339,0.226495,0.216189,0.227483,0.229571,0.221256,0.213313,0.218743,0.196004,0.19919
1453.203226,0.857198,0.818321,0.770084,0.789893,0.751016,0.710768,0.645967,0.628379,0.590045,0.556818,0.563466,0.521205,0.484117,0.458146,0.472526,0.469609,0.426874,0.43133,0.43026,0.431922,0.403181,0.446215,0.385774,0.434685,0.385696,0.396657,0.381301,0.377008,0.360597,0.348578,0.364988,0.36678,0.361496,0.334035,0.333808,0.332836,0.335375,0.327427,0.336959,0.39895,0.38011,0.365946,0.372948,0.36694,0.365258,0.359074,0.366355,0.362576,0.348309,0.319767,0.352271,0.295649,0.296963,0.917023,0.892776,0.839568,0.731181,0.68061,0.648476,0.611596,0.545497,0.501579,0.444353,0.396555,0.428527,0.405697,0.363147,0.332248,0.32121,0.334205,0.323424,0.302574,0.302177,0.28545,0.287801,0.282366,0.297021,0.267591,0.253295,0.257553,0.245928,0.243781,0.227884,0.233447,0.23472,0.222441,0.235857,0.208125,0.208673,0.207797,0.203771,0.204048,0.238957,0.239668,0.226844,0.223502,0.224875,0.228083,0.217755,0.229027,0.231161,0.222731,0.214636,0.220467,0.196451,0.199379
1459.397581,0.859463,0.820558,0.772091,0.791799,0.752831,0.712672,0.647847,0.630164,0.591973,0.558769,0.565448,0.523164,0.486249,0.460356,0.474567,0.471756,0.429226,0.433565,0.432497,0.434231,0.405584,0.448497,0.38809,0.436557,0.387988,0.399065,0.383673,0.379608,0.363257,0.351246,0.367826,0.369527,0.364164,0.336815,0.336433,0.335512,0.338158,0.330255,0.339737,0.401149,0.382611,0.368558,0.375622,0.369626,0.367976,0.361582,0.368967,0.365126,0.350976,0.322442,0.354762,0.296235,0.296647,0.918441,0.894098,0.841055,0.732472,0.681906,0.649354,0.612053,0.546202,0.502457,0.44507,0.39727,0.429226,0.406499,0.363856,0.332925,0.321872,0.334986,0.324146,0.303341,0.302849,0.286236,0.288615,0.283197,0.297661,0.268423,0.254333,0.258407,0.246849,0.244801,0.228925,0.234557,0.235808,0.223561,0.23691,0.209096,0.209575,0.208973,0.204886,0.205216,0.239997,0.240686,0.227903,0.224601,0.225944,0.229147,0.218672,0.230119,0.232263,0.22372,0.21563,0.221472,0.196176,0.198906
1465.591935,0.856189,0.817417,0.76934,0.789355,0.750776,0.711233,0.646557,0.629409,0.591287,0.558439,0.565116,0.523038,0.486624,0.461122,0.47508,0.472361,0.430083,0.434515,0.433438,0.4351,0.406864,0.449532,0.38946,0.437146,0.389154,0.4002,0.385064,0.381053,0.364939,0.352911,0.369518,0.371203,0.3658,0.338621,0.338248,0.337236,0.339885,0.332051,0.341533,0.402209,0.383921,0.369982,0.377188,0.371303,0.369618,0.363306,0.370607,0.366836,0.35277,0.324246,0.356746,0.29671,0.296262,0.913367,0.889608,0.837342,0.7294,0.67951,0.64708,0.60973,0.54467,0.501324,0.44413,0.396618,0.428433,0.405893,0.363453,0.332731,0.321688,0.334625,0.323905,0.303094,0.302597,0.28624,0.288545,0.283197,0.297429,0.26843,0.254429,0.258645,0.24702,0.245257,0.22939,0.235014,0.236191,0.224052,0.237304,0.209672,0.210027,0.209457,0.205308,0.205748,0.240271,0.241005,0.228304,0.225039,0.226401,0.229671,0.219189,0.23072,0.232974,0.224238,0.216146,0.222277,0.19598,0.198516
1471.78629,0.847069,0.808649,0.761775,0.782427,0.744647,0.706237,0.642272,0.62559,0.587884,0.555551,0.562198,0.520654,0.484704,0.459676,0.473615,0.470913,0.429083,0.433494,0.43246,0.434216,0.406477,0.448556,0.389115,0.435966,0.388589,0.399701,0.384803,0.381002,0.365092,0.353059,0.369755,0.371435,0.366037,0.338824,0.338514,0.33757,0.340178,0.332412,0.341915,0.401412,0.383571,0.36967,0.377111,0.371383,0.369813,0.363606,0.370801,0.367161,0.353355,0.324755,0.357549,0.296415,0.295483,0.90257,0.878873,0.828736,0.722574,0.673236,0.641505,0.604581,0.540632,0.49801,0.441175,0.394337,0.425657,0.403336,0.361528,0.331151,0.320094,0.332866,0.322213,0.301409,0.301083,0.284969,0.287225,0.281966,0.29586,0.267104,0.253438,0.257707,0.246095,0.244588,0.228783,0.234484,0.235587,0.223542,0.236728,0.209248,0.209448,0.208992,0.20479,0.20529,0.23938,0.240285,0.227591,0.224548,0.225927,0.229366,0.218864,0.230488,0.232843,0.224043,0.215865,0.222338,0.19542,0.197935
1477.980645,0.833394,0.795486,0.750183,0.771798,0.735133,0.698119,0.635131,0.619105,0.581876,0.550212,0.556952,0.516144,0.480793,0.456201,0.470157,0.467453,0.426126,0.430554,0.429689,0.431585,0.404348,0.445732,0.387009,0.432904,0.386292,0.397335,0.382762,0.379167,0.36364,0.351625,0.368309,0.370003,0.364554,0.33748,0.337192,0.336281,0.33888,0.331265,0.340699,0.398696,0.381422,0.367742,0.375374,0.369832,0.368407,0.362275,0.369436,0.366018,0.352548,0.323737,0.356977,0.295359,0.294143,0.886533,0.86329,0.815613,0.712566,0.66397,0.633173,0.596834,0.534457,0.492773,0.436506,0.39061,0.421348,0.399205,0.358192,0.328333,0.31721,0.329775,0.319273,0.298435,0.298411,0.282471,0.284649,0.279509,0.292849,0.264661,0.251205,0.255521,0.243984,0.242901,0.227148,0.232949,0.233914,0.222032,0.235117,0.207803,0.207851,0.207548,0.203309,0.203941,0.237253,0.238442,0.225949,0.223109,0.224459,0.228172,0.217549,0.22939,0.231862,0.223047,0.214859,0.22157,0.194441,0.197015
1484.175,0.817069,0.779833,0.736474,0.758971,0.723588,0.688264,0.626212,0.611399,0.574452,0.543518,0.550213,0.510395,0.475503,0.451497,0.465347,0.462654,0.421959,0.426398,0.425523,0.42768,0.400902,0.441747,0.383804,0.428687,0.382836,0.393823,0.379561,0.37617,0.361046,0.348987,0.36582,0.36746,0.362063,0.33502,0.334712,0.333816,0.336423,0.328992,0.338428,0.394903,0.378088,0.364529,0.372468,0.367191,0.365819,0.359931,0.36708,0.363843,0.350653,0.321691,0.355375,0.293577,0.292434,0.867881,0.845198,0.800554,0.700597,0.653091,0.623464,0.587885,0.52731,0.486464,0.431021,0.386125,0.416217,0.39426,0.354103,0.324739,0.313653,0.325973,0.315588,0.294646,0.295007,0.279265,0.281368,0.276337,0.289188,0.261502,0.248244,0.252644,0.241166,0.240486,0.224759,0.230751,0.231538,0.21979,0.232864,0.205686,0.205595,0.205469,0.201209,0.201978,0.234378,0.235857,0.223571,0.22097,0.22239,0.226299,0.215719,0.227688,0.230253,0.221433,0.213342,0.220238,0.193096,0.195831
1490.369355,0.798259,0.762102,0.72065,0.744201,0.710522,0.676861,0.615939,0.602071,0.565729,0.535476,0.542197,0.503278,0.469,0.44554,0.459483,0.456684,0.41655,0.421068,0.420312,0.42264,0.396441,0.436622,0.379505,0.423416,0.378216,0.389171,0.375251,0.372055,0.357267,0.345246,0.362125,0.363801,0.358407,0.331388,0.331128,0.33018,0.332855,0.32553,0.334991,0.389866,0.37354,0.360084,0.368399,0.363366,0.36214,0.356489,0.363607,0.360556,0.347796,0.318515,0.352777,0.290965,0.289774,0.846902,0.825108,0.783312,0.687065,0.640461,0.612313,0.577565,0.518984,0.479144,0.424412,0.380784,0.410141,0.388376,0.349258,0.320526,0.309433,0.321426,0.31115,0.290146,0.290971,0.275392,0.277428,0.272499,0.284832,0.257656,0.24464,0.249146,0.237742,0.237423,0.221774,0.227906,0.228611,0.216958,0.229999,0.202967,0.202732,0.202765,0.198461,0.199364,0.230829,0.232628,0.220633,0.218274,0.219719,0.223909,0.213334,0.225346,0.228081,0.21934,0.211291,0.218368,0.191259,0.194138
1496.56371,0.778295,0.742996,0.703705,0.728427,0.696203,0.664417,0.604573,0.59196,0.556027,0.526571,0.533313,0.495423,0.461766,0.438877,0.452792,0.450076,0.410359,0.415012,0.414431,0.416855,0.391266,0.430754,0.374545,0.417507,0.372981,0.383854,0.37021,0.367307,0.352835,0.340788,0.357773,0.359454,0.354137,0.327054,0.32688,0.325955,0.328633,0.321419,0.330912,0.384179,0.368301,0.355059,0.363671,0.358937,0.35779,0.352385,0.359504,0.356687,0.344221,0.314656,0.349453,0.287805,0.2864,0.824554,0.803407,0.764735,0.672423,0.626884,0.600277,0.566443,0.509917,0.47124,0.417293,0.374984,0.403543,0.382046,0.343989,0.315817,0.304813,0.316466,0.306355,0.285313,0.28657,0.271162,0.273076,0.268294,0.280129,0.253409,0.240662,0.24523,0.233996,0.233979,0.218385,0.22472,0.225312,0.21376,0.226774,0.199838,0.19956,0.199773,0.195463,0.196403,0.226892,0.228995,0.217276,0.215191,0.21677,0.221177,0.210555,0.222696,0.225537,0.216832,0.208818,0.21605,0.189005,0.191988
